Product_name,rating,product_color,user_name,review_title,review_discription,review_dated
Amazon Brand - Presto! 2 Ply Kitchen Tissue/Towel Paper Roll 360 pulls | 60 pulls X 6 Rolls | soft and highly absorbent | 100% Natural Virgin Cellulose Fiber,5.0 out of 5 stars,Size: 60 Count (Pack of 6)Style Name: Pack of 6Pattern Name: Kitchen Tissue,SHEELA K L,Good product,Good absorption,20 July 2024
Amazon Brand - Presto! 2 Ply Kitchen Tissue/Towel Paper Roll 360 pulls | 60 pulls X 6 Rolls | soft and highly absorbent | 100% Natural Virgin Cellulose Fiber,5.0 out of 5 stars,Size: 60 Count (Pack of 6)Style Name: Pack of 6Pattern Name: Kitchen Tissue,Kumar narayansaamy,Good,Good,18 July 2024
Amazon Brand - Presto! 2 Ply Kitchen Tissue/Towel Paper Roll 360 pulls | 60 pulls X 6 Rolls | soft and highly absorbent | 100% Natural Virgin Cellulose Fiber,2.0 out of 5 stars,Size: 120 count (Pack of 1)Style Name: 2 PlyPattern Name: Kitchen Tissue,thambi,Paper very thin,Not good . Waste of money. Go for good quality.,17 July 2024
Amazon Brand - Presto! 2 Ply Kitchen Tissue/Towel Paper Roll 360 pulls | 60 pulls X 6 Rolls | soft and highly absorbent | 100% Natural Virgin Cellulose Fiber,5.0 out of 5 stars,Size: 120 count (Pack of 1)Style Name: 2 PlyPattern Name: Kitchen Tissue,Amarjit K.,amazing product,it has such a good quality,17 July 2024
Amazon Brand - Presto! 2 Ply Kitchen Tissue/Towel Paper Roll 360 pulls | 60 pulls X 6 Rolls | soft and highly absorbent | 100% Natural Virgin Cellulose Fiber,5.0 out of 5 stars,Size: 60 Count (Pack of 6)Style Name: Pack of 6Pattern Name: Kitchen Tissue,Aslam,awesome,awesome product orderd again,16 July 2024
Amazon Brand - Presto! 2 Ply Kitchen Tissue/Towel Paper Roll 360 pulls | 60 pulls X 6 Rolls | soft and highly absorbent | 100% Natural Virgin Cellulose Fiber,1.0 out of 5 stars,Size: 120 count (Pack of 1)Style Name: 2 PlyPattern Name: Kitchen Tissue,Rekha,Worst quality,Very cheap quality paper,16 July 2024
Amazon Brand - Presto! 2 Ply Kitchen Tissue/Towel Paper Roll 360 pulls | 60 pulls X 6 Rolls | soft and highly absorbent | 100% Natural Virgin Cellulose Fiber,5.0 out of 5 stars,Size: 60 Count (Pack of 6)Style Name: Pack of 6Pattern Name: Kitchen Tissue,NV,Quality Paper Towels,I have been purchasing these paper towels from Presto for over 2 years. The quality is fantastic. This is usually always available on some deal which makes this an affordable option as well. The paper towels themselves do not tear easily and soak up liquids well. Great for blotting out excess oil and cleaning up spills.,15 July 2024
Amazon Brand - Presto! 2 Ply Kitchen Tissue/Towel Paper Roll 360 pulls | 60 pulls X 6 Rolls | soft and highly absorbent | 100% Natural Virgin Cellulose Fiber,5.0 out of 5 stars,Size: 120 count (Pack of 1)Style Name: 2 PlyPattern Name: Kitchen Tissue,Gauti83,Useful,Best in class,15 July 2024
Amazon Brand - Presto! 2 Ply Kitchen Tissue/Towel Paper Roll 360 pulls | 60 pulls X 6 Rolls | soft and highly absorbent | 100% Natural Virgin Cellulose Fiber,1.0 out of 5 stars,Size: 60 Count (Pack of 6)Style Name: Pack of 6Pattern Name: Kitchen Tissue,Poonam,Not that good,Did not like it at all.,13 July 2024
Amazon Brand - Presto! 2 Ply Kitchen Tissue/Towel Paper Roll 360 pulls | 60 pulls X 6 Rolls | soft and highly absorbent | 100% Natural Virgin Cellulose Fiber,5.0 out of 5 stars,Size: 120 count (Pack of 1)Style Name: 2 PlyPattern Name: Kitchen Tissue,Ansar,Good Product,Good Product for this price,13 July 2024
Amazon Brand - Presto! 2 Ply Kitchen Tissue/Towel Paper Roll 360 pulls | 60 pulls X 6 Rolls | soft and highly absorbent | 100% Natural Virgin Cellulose Fiber,2.0 out of 5 stars,Size: 60 Count (Pack of 6)Style Name: Pack of 6Pattern Name: Kitchen Tissue,Jisha Daniel,all tissue paper bad smell,all tissue paper bad smell,11 July 2024
Amazon Brand - Presto! 2 Ply Kitchen Tissue/Towel Paper Roll 360 pulls | 60 pulls X 6 Rolls | soft and highly absorbent | 100% Natural Virgin Cellulose Fiber,1.0 out of 5 stars,Size: 60 Count (Pack of 6)Style Name: Pack of 6Pattern Name: Kitchen Tissue,Abhishek,Quality and thickness is reduced significantly - Waste of money,"Have ordered this previously in January 2024 and it was thick and of excellent quality. Placing our trust in the brand and previous experience, we decided to order one more of the exact same product and variant in June since the previous batch of 6 rolls was getting over. We were very disappointed to find out that the quality has been degraded significantly. It is so bad that it is almost unusable. It tears immediately and pieces stick  when we try to use it. Unfortunately, we found out a few days after the return window closed. Could not get a refund for this. It is not worth ₹300 at all.",11 July 2024
Amazon Brand - Presto! 2 Ply Kitchen Tissue/Towel Paper Roll 360 pulls | 60 pulls X 6 Rolls | soft and highly absorbent | 100% Natural Virgin Cellulose Fiber,1.0 out of 5 stars,Size: 60 Count (Pack of 6)Style Name: Pack of 6Pattern Name: Kitchen Tissue,sujeet,The company say that come with double ply but it's show single ply,Dislike,3 July 2024
Amazon Brand - Presto! 2 Ply Kitchen Tissue/Towel Paper Roll 360 pulls | 60 pulls X 6 Rolls | soft and highly absorbent | 100% Natural Virgin Cellulose Fiber,1.0 out of 5 stars,Size: 60 Count (Pack of 6)Style Name: Pack of 6Pattern Name: Kitchen Tissue,Tahseen,Pathetic quality,"The media could not be loaded.
                



The tissue is made up of worst quality. NOT RECOMMENDED..",3 July 2024
Amazon Brand - Presto! 2 Ply Kitchen Tissue/Towel Paper Roll 360 pulls | 60 pulls X 6 Rolls | soft and highly absorbent | 100% Natural Virgin Cellulose Fiber,4.0 out of 5 stars,Size: 120 count (Pack of 1)Style Name: 2 PlyPattern Name: Kitchen Tissue,Siraj sharma,It's very good,Very good,3 July 2024
Amazon Brand - Presto! 2 Ply Kitchen Tissue/Towel Paper Roll 360 pulls | 60 pulls X 6 Rolls | soft and highly absorbent | 100% Natural Virgin Cellulose Fiber,5.0 out of 5 stars,Size: 60 Count (Pack of 6)Style Name: Pack of 6Pattern Name: Kitchen Tissue,Anirudh Tiwari,Perfect,Not cheap quality,1 July 2024
Amazon Brand - Presto! 2 Ply Kitchen Tissue/Towel Paper Roll 360 pulls | 60 pulls X 6 Rolls | soft and highly absorbent | 100% Natural Virgin Cellulose Fiber,4.0 out of 5 stars,Size: 120 count (Pack of 1)Style Name: 2 PlyPattern Name: Kitchen Tissue,Nilesh,Good product,Good product,29 June 2024
Amazon Brand - Presto! 2 Ply Kitchen Tissue/Towel Paper Roll 360 pulls | 60 pulls X 6 Rolls | soft and highly absorbent | 100% Natural Virgin Cellulose Fiber,1.0 out of 5 stars,Size: 60 Count (Pack of 6)Style Name: Pack of 6Pattern Name: Kitchen Tissue,Manmeet singh,Don't buy this garbage.,Don't buy this garbage.,25 June 2024
Amazon Brand - Presto! 2 Ply Kitchen Tissue/Towel Paper Roll 360 pulls | 60 pulls X 6 Rolls | soft and highly absorbent | 100% Natural Virgin Cellulose Fiber,5.0 out of 5 stars,Size: 60 Count (Pack of 6)Style Name: Pack of 6Pattern Name: Kitchen Tissue,Riaz,Wonderful product,Finding quality tissue was difficult when I traveled back to India.  The product is competent to international quality at a very reasonable price.,22 June 2024
Amazon Brand - Presto! 2 Ply Kitchen Tissue/Towel Paper Roll 360 pulls | 60 pulls X 6 Rolls | soft and highly absorbent | 100% Natural Virgin Cellulose Fiber,2.0 out of 5 stars,Size: 60 Count (Pack of 6)Style Name: Pack of 6Pattern Name: Kitchen Tissue,Placeholder,Single Ply,50% of the rolls are Single Ply only but selling it as two plyCheating,20 June 2024
Amazon Brand - Presto! 2 Ply Kitchen Tissue/Towel Paper Roll 360 pulls | 60 pulls X 6 Rolls | soft and highly absorbent | 100% Natural Virgin Cellulose Fiber,1.0 out of 5 stars,Size: 60 Count (Pack of 6)Style Name: Pack of 6Pattern Name: Kitchen Tissue,Ajay,Worst quality,In my last order quality was good.. But in this order the 2 ply get seperated and the tissue stick to each other.. It's just waste of money,19 June 2024
Amazon Brand - Presto! 2 Ply Kitchen Tissue/Towel Paper Roll 360 pulls | 60 pulls X 6 Rolls | soft and highly absorbent | 100% Natural Virgin Cellulose Fiber,4.0 out of 5 stars,Size: 120 count (Pack of 1)Style Name: 2 PlyPattern Name: Kitchen Tissue,Suresh K,Kitchen tissue,Good quality,19 June 2024
Amazon Brand - Presto! 2 Ply Kitchen Tissue/Towel Paper Roll 360 pulls | 60 pulls X 6 Rolls | soft and highly absorbent | 100% Natural Virgin Cellulose Fiber,5.0 out of 5 stars,Size: 120 count (Pack of 1)Style Name: 2 PlyPattern Name: Kitchen Tissue,Rita Nair,Good thick ply,Very absorbent . It's a must buy .I've been using it for very long .better than others . Price is also pocket friendly,17 June 2024
Amazon Brand - Presto! 2 Ply Kitchen Tissue/Towel Paper Roll 360 pulls | 60 pulls X 6 Rolls | soft and highly absorbent | 100% Natural Virgin Cellulose Fiber,5.0 out of 5 stars,Size: 60 Count (Pack of 6)Style Name: Pack of 6Pattern Name: Kitchen Tissue,Anjali,good quality,absorbs well and is thick enough. good purchase for the price,16 June 2024
Amazon Brand - Presto! 2 Ply Kitchen Tissue/Towel Paper Roll 360 pulls | 60 pulls X 6 Rolls | soft and highly absorbent | 100% Natural Virgin Cellulose Fiber,5.0 out of 5 stars,Size: 120 count (Pack of 1)Style Name: 2 PlyPattern Name: Kitchen Tissue,Aarti,Best item at best price,best item at best price,14 June 2024
Amazon Brand - Presto! 2 Ply Kitchen Tissue/Towel Paper Roll 360 pulls | 60 pulls X 6 Rolls | soft and highly absorbent | 100% Natural Virgin Cellulose Fiber,1.0 out of 5 stars,Size: 120 count (Pack of 1)Style Name: 2 PlyPattern Name: Kitchen Tissue,Amazon Customer,Bad quality tissue paper,"It's my 3rd purchase but this time quality is like a worthless paper, ready to be tossed. Forget the towel paper It is not even suitable for use as tissue. Pls don't waste your money on this brand.",12 June 2024
Amazon Brand - Presto! 2 Ply Kitchen Tissue/Towel Paper Roll 360 pulls | 60 pulls X 6 Rolls | soft and highly absorbent | 100% Natural Virgin Cellulose Fiber,1.0 out of 5 stars,Size: 120 count (Pack of 1)Style Name: 2 PlyPattern Name: Kitchen Tissue,Jagger,Amazon and products sold on it are fraud,Amazon and products sold on it are fraud,12 June 2024
Amazon Brand - Presto! 2 Ply Kitchen Tissue/Towel Paper Roll 360 pulls | 60 pulls X 6 Rolls | soft and highly absorbent | 100% Natural Virgin Cellulose Fiber,2.0 out of 5 stars,Size: 60 Count (Pack of 6)Style Name: Pack of 6Pattern Name: Kitchen Tissue,Nishant Goswami,Quality evaporated,Very bad quality in my last two purchases of this kitchen towel.Customer lost.,11 June 2024
Amazon Brand - Presto! 2 Ply Kitchen Tissue/Towel Paper Roll 360 pulls | 60 pulls X 6 Rolls | soft and highly absorbent | 100% Natural Virgin Cellulose Fiber,1.0 out of 5 stars,Size: 60 Count (Pack of 6)Style Name: Pack of 6Pattern Name: Kitchen Tissue,Shrikant,The quality is absolutely worst,Previously ordered in Oct'23. The quality was good.... reordered in June'24. The quality is just pathetic. The 2 plys of the tissue are getting seperated while opening the tissue. Absolutely ususable. The perforated line for tearing the tissue is also not upto the mark. Unreturnable product so stuck with it.,11 June 2024
Amazon Brand - Presto! 2 Ply Kitchen Tissue/Towel Paper Roll 360 pulls | 60 pulls X 6 Rolls | soft and highly absorbent | 100% Natural Virgin Cellulose Fiber,4.0 out of 5 stars,Size: 60 Count (Pack of 6)Style Name: Pack of 6Pattern Name: Kitchen Tissue,Annamma Daniel,Good absorbancy and strong,"Good value for money However, of late, the rolls have an unpleasant smell (like some foul smelling cardboard boxes)",9 June 2024
Amazon Brand - Presto! 2 Ply Kitchen Tissue/Towel Paper Roll 360 pulls | 60 pulls X 6 Rolls | soft and highly absorbent | 100% Natural Virgin Cellulose Fiber,1.0 out of 5 stars,Size: 120 count (Pack of 1)Style Name: 2 PlyPattern Name: Kitchen Tissue,Amazon Customer,Unsatisfied,Paper towels rolls are deformed and it looks like it got wet and dried causing it to be sticky. Bad experience with this product.,8 June 2024
Amazon Brand - Presto! 2 Ply Kitchen Tissue/Towel Paper Roll 360 pulls | 60 pulls X 6 Rolls | soft and highly absorbent | 100% Natural Virgin Cellulose Fiber,5.0 out of 5 stars,Size: 240 count (Pack of 1)Style Name: 2 PlyPattern Name: Kitchen Tissue,Deepak bhanwala,Good,Good,7 June 2024
Amazon Brand - Presto! 2 Ply Kitchen Tissue/Towel Paper Roll 360 pulls | 60 pulls X 6 Rolls | soft and highly absorbent | 100% Natural Virgin Cellulose Fiber,1.0 out of 5 stars,Size: 60 Count (Pack of 6)Style Name: Pack of 6Pattern Name: Kitchen Tissue,Uma Gopinath,Worst quality,Not something I would to have it in my kitchen. Seller need to upgrade the quality of the product,6 June 2024
Amazon Brand - Presto! 2 Ply Kitchen Tissue/Towel Paper Roll 360 pulls | 60 pulls X 6 Rolls | soft and highly absorbent | 100% Natural Virgin Cellulose Fiber,4.0 out of 5 stars,Size: 60 Count (Pack of 6)Style Name: Pack of 6Pattern Name: Kitchen Tissue,Ananth R.,Value for money,Could be made more easy to tear,6 June 2024
Amazon Brand - Presto! 2 Ply Kitchen Tissue/Towel Paper Roll 360 pulls | 60 pulls X 6 Rolls | soft and highly absorbent | 100% Natural Virgin Cellulose Fiber,1.0 out of 5 stars,Size: 60 Count (Pack of 6)Style Name: Pack of 6Pattern Name: Kitchen Tissue,Amazon Customer,Too cheap,The product is just waste of money. The two ply keep on detaching. Hardly absorbs much water. Too cheap a product. Not worth it.,5 June 2024
Amazon Brand - Presto! 2 Ply Kitchen Tissue/Towel Paper Roll 360 pulls | 60 pulls X 6 Rolls | soft and highly absorbent | 100% Natural Virgin Cellulose Fiber,3.0 out of 5 stars,Size: 120 count (Pack of 1)Style Name: 2 PlyPattern Name: Kitchen Tissue,Tanmay Kumar,Not a good quality product,The product is mediocre. Please try to improve the quality of paper.,5 June 2024
Amazon Brand - Presto! 2 Ply Kitchen Tissue/Towel Paper Roll 360 pulls | 60 pulls X 6 Rolls | soft and highly absorbent | 100% Natural Virgin Cellulose Fiber,2.0 out of 5 stars,Size: 60 Count (Pack of 6)Style Name: Pack of 6Pattern Name: Kitchen Tissue,Lakshana,Dint expect this,First time when I purchased the product was very good thick material.. So I purchased the second time now the product quality was worst .. Dint expect this ... This is cheating the customers n betraying the trust.. Don't do like this for giving discount and money . Really disappointed with the product and the seller.. Kindly correct this otherwise you ll lose ur genuine customers..,4 June 2024
Amazon Brand - Presto! 2 Ply Kitchen Tissue/Towel Paper Roll 360 pulls | 60 pulls X 6 Rolls | soft and highly absorbent | 100% Natural Virgin Cellulose Fiber,5.0 out of 5 stars,Size: 120 count (Pack of 1)Style Name: 2 PlyPattern Name: Kitchen Tissue,Neetu,Nice,Value for money,2 June 2024
Amazon Brand - Presto! 2 Ply Kitchen Tissue/Towel Paper Roll 360 pulls | 60 pulls X 6 Rolls | soft and highly absorbent | 100% Natural Virgin Cellulose Fiber,5.0 out of 5 stars,Size: 60 Count (Pack of 6)Style Name: Pack of 6Pattern Name: Kitchen Tissue,arvgeek,"""Keep Your Kitchen Clean and Tidy with Presto! Kitchen Tissue Rolls!""","I recently started using the Amazon Brand - Presto! 2 Ply Kitchen Tissue Paper Rolls, and I am highly impressed with their quality and convenience. Here’s my detailed review:Softness and Absorbency:The kitchen tissue rolls are incredibly soft to the touch, making them gentle on the skin and suitable for various cleaning tasks. Despite their softness, they are highly absorbent, quickly soaking up spills and messes to leave surfaces clean and dry.Quantity and Value:With 6 rolls included in the pack, each containing 60 pulls (360 sheets in total), this product offers excellent value for money. The ample quantity ensures that you have an abundant supply of kitchen tissue rolls on hand for everyday use, reducing the need for frequent restocking.Durability and Strength:Despite being soft, the tissue paper rolls are surprisingly durable and strong. They hold up well to scrubbing and wiping, without tearing or disintegrating easily. This durability ensures that they effectively tackle tough cleaning tasks without falling apart.Convenience and Packaging:The rolls are conveniently sized and fit effortlessly onto standard kitchen tissue roll holders. The packaging is sturdy and easy to store, keeping the rolls protected and organized until needed. The perforated sheets tear off cleanly and smoothly, allowing for hassle-free use.Versatility:These kitchen tissue rolls are versatile and can be used for various purposes beyond cleaning spills. They are suitable for wiping surfaces, drying hands, and even as makeshift napkins or placemats during meals.Conclusion:Overall, the Amazon Brand - Presto! 2 Ply Kitchen Tissue Paper Rolls are a must-have for any household. Their softness, absorbency, durability, and convenience make them an indispensable tool for keeping the kitchen clean and tidy. If you’re looking for high-quality kitchen tissue rolls at an affordable price, look no further than Presto!",1 June 2024
